index,Товар,Ссылка,Штрихкод,РодительскяГруппаТоваров,ГруппаТоваров,path,Номер полки
2530,"Ежевика, 125 г",https://vkusvill.ru/upload/resize/241203/241203_250x250x70.jpg,2100100162283,Овощи. Фрукты. Грибы. Зелень,Фрукты. Ягоды,30/2530.jpg,"2,  3,   4"
2658,Нектарин белый,https://vkusvill.ru/upload/resize/241472/241472_250x250x70.jpg,3016858,Овощи. Фрукты. Грибы. Зелень,Фрукты. Ягоды,58/2658.jpg,"2,  3,   4"
2659,Минеола,https://vkusvill.ru/upload/resize/241473/241473_250x250x70.jpg,3016626,Овощи. Фрукты. Грибы. Зелень,Фрукты. Ягоды,59/2659.jpg,"2,  3,   4"
2791,Груша Пакхам,https://vkusvill.ru/upload/resize/241825/241825_250x250x70.jpg,3015956,Овощи. Фрукты. Грибы. Зелень,Фрукты. Ягоды,91/2791.jpg,"2,  3,   4"
2792,"Малина, 250 г",https://vkusvill.ru/upload/resize/241827/241827_250x250x70.jpg,2100100194215,Овощи. Фрукты. Грибы. Зелень,Фрукты. Ягоды,92/2792.jpg,"2,  3,   4"
2929,Арбуз красный бессемянный,https://vkusvill.ru/upload/resize/242145/242145_250x250x70.jpg,3016503,Овощи. Фрукты. Грибы. Зелень,Фрукты. Ягоды,29/2929.jpg,"2,  3,   4"
2930,Груша Конференция,https://vkusvill.ru/upload/resize/242147/242147_250x250x70.jpg,3016788,Овощи. Фрукты. Грибы. Зелень,Фрукты. Ягоды,30/2930.jpg,"2,  3,   4"
3025,Дыня Эфиопка,https://vkusvill.ru/upload/resize/242347/242347_250x250x70.jpg,3016896,Овощи. Фрукты. Грибы. Зелень,Фрукты. Ягоды,25/3025.jpg,"2,  3,   4"
3033,Арбуз оранжевый Крым,https://vkusvill.ru/upload/resize/242453/242453_250x250x70.jpg,3016750,Овощи. Фрукты. Грибы. Зелень,Фрукты. Ягоды,33/3033.jpg,"2,  3,   4"
3034,Арбуз оранжевый бессемянный,https://vkusvill.ru/upload/resize/242455/242455_250x250x70.jpg,3016785,Овощи. Фрукты. Грибы. Зелень,Фрукты. Ягоды,34/3034.jpg,"2,  3,   4"
3035,Дыня Тамерлан Крым,https://vkusvill.ru/upload/resize/242457/242457_250x250x70.jpg,3016755,Овощи. Фрукты. Грибы. Зелень,Фрукты. Ягоды,35/3035.jpg,"2,  3,   4"
3048,Манго Египет,https://vkusvill.ru/upload/resize/242709/242709_250x250x70.jpg,3016891,Овощи. Фрукты. Грибы. Зелень,Фрукты. Ягоды,48/3048.jpg,"2,  3,   4"
3099,Яблоко Жигулевское,https://vkusvill.ru/upload/resize/243358/243358_250x250x70.jpg,3016764,Овощи. Фрукты. Грибы. Зелень,Фрукты. Ягоды,99/3099.jpg,"2,  3,   4"
3104,Арбуз Холодок,https://vkusvill.ru/upload/resize/243376/243376_250x250x70.jpg,3016758,Овощи. Фрукты. Грибы. Зелень,Фрукты. Ягоды,04/3104.jpg,"2,  3,   4"
3106,"Шиповник, 500 г",https://vkusvill.ru/upload/resize/243408/243408_250x250x70.jpg,2100100211042,Овощи. Фрукты. Грибы. Зелень,Фрукты. Ягоды,06/3106.jpg,"2,  3,   4"
3111,Яблоки медовый хруст,https://vkusvill.ru/upload/resize/243658/243658_250x250x70.jpg,3016808,Овощи. Фрукты. Грибы. Зелень,Фрукты. Ягоды,11/3111.jpg,"2,  3,   4"
3116,Груша Дюрондо,https://vkusvill.ru/upload/resize/243800/243800_250x250x70.jpg,3016739,Овощи. Фрукты. Грибы. Зелень,Фрукты. Ягоды,16/3116.jpg,"2,  3,   4"
3141,"Клюква, 500 г",https://vkusvill.ru/upload/resize/244152/244152_250x250x70.jpg,2100100213503,Овощи. Фрукты. Грибы. Зелень,Фрукты. Ягоды,41/3141.jpg,"2,  3,   4"
3153,"Боярышник, 500 г",https://vkusvill.ru/upload/resize/244282/244282_250x250x70.jpg,2100100212650,Овощи. Фрукты. Грибы. Зелень,Фрукты. Ягоды,53/3153.jpg,"2,  3,   4"
3158,Виноград Дагестан,https://vkusvill.ru/upload/resize/244294/244294_250x250x70.jpg,3016772,Овощи. Фрукты. Грибы. Зелень,Фрукты. Ягоды,58/3158.jpg,"2,  3,   4"
3159,"Малина, 500 г",https://vkusvill.ru/upload/resize/244295/244295_250x250x70.jpg,2100100212162,Овощи. Фрукты. Грибы. Зелень,Фрукты. Ягоды,59/3159.jpg,"2,  3,   4"
3160,Яблоко Азербайджан,https://vkusvill.ru/upload/resize/244297/244297_250x250x70.jpg,3016779,Овощи. Фрукты. Грибы. Зелень,Фрукты. Ягоды,60/3160.jpg,"2,  3,   4"
3232,Гранат крупный,https://vkusvill.ru/upload/resize/245059/245059_250x250x70.jpg,3016890,Овощи. Фрукты. Грибы. Зелень,Фрукты. Ягоды,32/3232.jpg,"2,  3,   4"
3250,Груша Комис,https://vkusvill.ru/upload/resize/245278/245278_250x250x70.jpg,3016738,Овощи. Фрукты. Грибы. Зелень,Фрукты. Ягоды,50/3250.jpg,"2,  3,   4"
3302,Яблоко глостер,https://vkusvill.ru/upload/resize/245816/245816_250x250x70.jpg,3016798,Овощи. Фрукты. Грибы. Зелень,Фрукты. Ягоды,02/3302.jpg,"2,  3,   4"
3309,Яблоко Карамелька,https://vkusvill.ru/upload/resize/246075/246075_250x250x70.jpg,3013404,Овощи. Фрукты. Грибы. Зелень,Фрукты. Ягоды,09/3309.jpg,"2,  3,   4"
3329,Яблоко Флорина,https://vkusvill.ru/upload/resize/246221/246221_250x250x70.jpg,3015954,Овощи. Фрукты. Грибы. Зелень,Фрукты. Ягоды,29/3329.jpg,"2,  3,   4"
3386,Яблоко Симиренко,https://vkusvill.ru/upload/resize/247015/247015_250x250x70.jpg,3015994,Овощи. Фрукты. Грибы. Зелень,Фрукты. Ягоды,86/3386.jpg,"2,  3,   4"
3387,Яблоко чемпион,https://vkusvill.ru/upload/resize/247016/247016_250x250x70.jpg,3016806,Овощи. Фрукты. Грибы. Зелень,Фрукты. Ягоды,87/3387.jpg,"2,  3,   4"
3398,"Фейхоа, 500 г",https://vkusvill.ru/upload/resize/247113/247113_250x250x70.jpg,2100100148782,Овощи. Фрукты. Грибы. Зелень,Фрукты. Ягоды,98/3398.jpg,"2,  3,   4"
3400,"Фруктовое желе ""Дрим Кар""",https://vkusvill.ru/upload/resize/247118/247118_250x250x70.jpg,4665303080010,Овощи. Фрукты. Грибы. Зелень,Фрукты. Ягоды,00/3400.jpg,"2,  3,   4"
3401,Виноград Дамские Пальчики,https://vkusvill.ru/upload/resize/247268/247268_250x250x70.jpg,3014692,Овощи. Фрукты. Грибы. Зелень,Фрукты. Ягоды,01/3401.jpg,"2,  3,   4"
3403,"Виноград Кишмиш розовый, фас",https://vkusvill.ru/upload/resize/247275/247275_250x250x70.jpg,2100100215682,Овощи. Фрукты. Грибы. Зелень,Фрукты. Ягоды,03/3403.jpg,"2,  3,   4"
3417,"Клубника, 200гр",https://vkusvill.ru/upload/resize/247371/247371_250x250x70.jpg,2100100216061,Овощи. Фрукты. Грибы. Зелень,Фрукты. Ягоды,17/3417.jpg,"2,  3,   4"
3427,"Лимон Узбекистан, фас",https://vkusvill.ru/upload/resize/247563/247563_250x250x70.jpg,2100100107062,Овощи. Фрукты. Грибы. Зелень,Фрукты. Ягоды,27/3427.jpg,"2,  3,   4"
3492,"Виноград тайфи, 500 г",https://vkusvill.ru/upload/resize/247836/247836_250x250x70.jpg,2100100215668,Овощи. Фрукты. Грибы. Зелень,Фрукты. Ягоды,92/3492.jpg,"2,  3,   4"
3597,Груша Лесная красавица,https://vkusvill.ru/upload/resize/33890/33890_250x250x70.jpg,3016783,Овощи. Фрукты. Грибы. Зелень,Фрукты. Ягоды,97/3597.jpg,"2,  3,   4"
3600,Хурма,https://vkusvill.ru/upload/resize/34751/34751_250x250x70.jpg,3016777,Овощи. Фрукты. Грибы. Зелень,Фрукты. Ягоды,00/3600.jpg,"2,  3,   4"
3601,Виноград тайфи,https://vkusvill.ru/upload/resize/34903/34903_250x250x70.jpg,3016716,Овощи. Фрукты. Грибы. Зелень,Фрукты. Ягоды,01/3601.jpg,"2,  3,   4"
3608,Яблоко Джонаголд,https://vkusvill.ru/upload/resize/45173/45173_250x250x70.jpg,3016849,Овощи. Фрукты. Грибы. Зелень,Фрукты. Ягоды,08/3608.jpg,"2,  3,   4"
3611,"Клубника, 500 г",https://vkusvill.ru/upload/resize/76457/76457_250x250x70.jpg,2100100208684,Овощи. Фрукты. Грибы. Зелень,Фрукты. Ягоды,11/3611.jpg,"2,  3,   4"
3612,Нектарин,https://vkusvill.ru/upload/resize/93153/93153_250x250x70.jpg,3016859,Овощи. Фрукты. Грибы. Зелень,Фрукты. Ягоды,12/3612.jpg,"2,  3,   4"
3614,Яблоко Пинк Леди,https://vkusvill.ru/upload/resize/93159/93159_250x250x70.jpg,3016157,Овощи. Фрукты. Грибы. Зелень,Фрукты. Ягоды,14/3614.jpg,"2,  3,   4"
3639,Лимон Узбекистан,https://vkusvill.ru/upload/resize/93412/93412_250x250x70.jpg,3015340,Овощи. Фрукты. Грибы. Зелень,Фрукты. Ягоды,39/3639.jpg,"2,  3,   4"
3648,Нектарины Узбекистан,https://vkusvill.ru/upload/resize/93479/93479_250x250x70.jpg,3016397,Овощи. Фрукты. Грибы. Зелень,Фрукты. Ягоды,48/3648.jpg,"2,  3,   4"
3669,Бананы,https://vkusvill.ru/upload/resize/93633/93633_250x250x70.jpg,3016462,Овощи. Фрукты. Грибы. Зелень,Фрукты. Ягоды,69/3669.jpg,"2,  3,   4"
3670,Манго желтое,https://vkusvill.ru/upload/resize/93639/93639_250x250x70.jpg,3015382,Овощи. Фрукты. Грибы. Зелень,Фрукты. Ягоды,70/3670.jpg,"2,  3,   4"
3687,Дыня Колхозница,https://vkusvill.ru/upload/resize/93807/93807_250x250x70.jpg,3016640,Овощи. Фрукты. Грибы. Зелень,Фрукты. Ягоды,87/3687.jpg,"2,  3,   4"
3793,"Мандарин Муркотт, 600 г",https://vkusvill.ru/upload/resize/94507/94507_250x250x70.jpg,2100100107048,Овощи. Фрукты. Грибы. Зелень,Фрукты. Ягоды,93/3793.jpg,"2,  3,   4"
3804,Яблоко Гольден,https://vkusvill.ru/upload/resize/94540/94540_250x250x70.jpg,3016664,Овощи. Фрукты. Грибы. Зелень,Фрукты. Ягоды,04/3804.jpg,"2,  3,   4"
3814,"Малина, 125 г",https://vkusvill.ru/upload/resize/94630/94630_250x250x70.jpg,4678599540007,Овощи. Фрукты. Грибы. Зелень,Фрукты. Ягоды,14/3814.jpg,"2,  3,   4"
3815,"Авокадо Хасс спелое, 600 г",https://vkusvill.ru/upload/resize/94644/94644_250x250x70.jpg,2100100150716,Овощи. Фрукты. Грибы. Зелень,Фрукты. Ягоды,15/3815.jpg,"2,  3,   4"
3820,"Голубика, 125 г",https://vkusvill.ru/upload/resize/94691/94691_250x250x70.jpg,2100100205676,Овощи. Фрукты. Грибы. Зелень,Фрукты. Ягоды,20/3820.jpg,"2,  3,   4"
3847,Дыня Торпеда,https://vkusvill.ru/upload/resize/94851/94851_250x250x70.jpg,3016403,Овощи. Фрукты. Грибы. Зелень,Фрукты. Ягоды,47/3847.jpg,"2,  3,   4"
3871,Грейпфрут,https://vkusvill.ru/upload/resize/95033/95033_250x250x70.jpg,3016463,Овощи. Фрукты. Грибы. Зелень,Фрукты. Ягоды,71/3871.jpg,"2,  3,   4"
3902,Виноград черный,https://vkusvill.ru/upload/resize/95218/95218_250x250x70.jpg,3016855,Овощи. Фрукты. Грибы. Зелень,Фрукты. Ягоды,02/3902.jpg,"2,  3,   4"
3947,"Авокадо, шт",https://vkusvill.ru/upload/resize/95495/95495_250x250x70.jpg,2100100200077,Овощи. Фрукты. Грибы. Зелень,Фрукты. Ягоды,47/3947.jpg,"2,  3,   4"
3953,Лимон,https://vkusvill.ru/upload/resize/95569/95569_250x250x70.jpg,3016034,Овощи. Фрукты. Грибы. Зелень,Фрукты. Ягоды,53/3953.jpg,"2,  3,   4"
3974,"Авокадо спелое, 6 шт",https://vkusvill.ru/upload/resize/95674/95674_250x250x70.jpg,2100100114862,Овощи. Фрукты. Грибы. Зелень,Фрукты. Ягоды,74/3974.jpg,"2,  3,   4"
4031,Манго,https://vkusvill.ru/upload/resize/96018/96018_250x250x70.jpg,3013803,Овощи. Фрукты. Грибы. Зелень,Фрукты. Ягоды,31/4031.jpg,"2,  3,   4"
4052,Слива красная,https://vkusvill.ru/upload/resize/96143/96143_250x250x70.jpg,3015966,Овощи. Фрукты. Грибы. Зелень,Фрукты. Ягоды,52/4052.jpg,"2,  3,   4"
4065,Персик плоский,https://vkusvill.ru/upload/resize/96223/96223_250x250x70.jpg,3016736,Овощи. Фрукты. Грибы. Зелень,Фрукты. Ягоды,65/4065.jpg,"2,  3,   4"
4071,Груша Красная,https://vkusvill.ru/upload/resize/96258/96258_250x250x70.jpg,3015677,Овощи. Фрукты. Грибы. Зелень,Фрукты. Ягоды,71/4071.jpg,"2,  3,   4"
4087,Киви,https://vkusvill.ru/upload/resize/96315/96315_250x250x70.jpg,3016588,Овощи. Фрукты. Грибы. Зелень,Фрукты. Ягоды,87/4087.jpg,"2,  3,   4"
4106,Апельсин,https://vkusvill.ru/upload/resize/96411/96411_250x250x70.jpg,3016748,Овощи. Фрукты. Грибы. Зелень,Фрукты. Ягоды,06/4106.jpg,"2,  3,   4"
4164,Арбуз,https://vkusvill.ru/upload/resize/98252/98252_250x250x70.jpg,3016643,Овощи. Фрукты. Грибы. Зелень,Фрукты. Ягоды,64/4164.jpg,"2,  3,   4"
8,"Набор для выращивания микрозел. Горох,ВП",https://vkusvill.ru/upload/resize/101693/101693_250x250x70.jpg,4680018085983,Выбор покупателя,Средства общей гигиены ВП,08/8.jpg,нет
135,"Губка детская натуральная, ВП",https://vkusvill.ru/upload/resize/201787/201787_250x250x70.jpg,7630014926213,Выбор покупателя,Средства общей гигиены ВП,35/135.jpg,нет
233,"Подгуз.однораз.д/дет. 4/L 7-14кг 68шт,ВП",https://vkusvill.ru/upload/resize/233072/233072_250x250x70.jpg,4752171002777,Выбор покупателя,Средства общей гигиены ВП,33/233.jpg,нет
